Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging
ELEC,Canadian Tire - Tesla Supercharger,1229 Highway 17,,Kenora,ON,P9N 1L9,,877-798-3752,E,,Public,24 hours daily,,,,,,,6,,Tesla,https://www.tesla.com/supercharger,GPS,49.759447,-94.473103,2023-07-01,153415,2023-07-14 19:41:28 UTC,P,,,2020-01-31,,,,,TESLA,CA,,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,XTR Gas Station - Tesla Supercharger,17 Trans-Canada Highway,,White River,ON,P0N 3G0,,877-798-3752,E,,Public,24 hours daily,,,,,,,6,,Tesla,https://www.tesla.com/supercharger,GPS,48.591881,-85.272325,2023-07-01,153426,2023-07-14 19:41:28 UTC,P,,,2020-01-31,,,,,TESLA,CA,,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Ignace Town Plaza - Tesla Supercharger,304 Main Street,,Ignace,ON,P0T 1T0,,877-798-3752,E,,Public,24 hours daily,,,,,,,6,,Tesla,https://www.tesla.com/supercharger,GPS,49.416446,-91.659839,2023-07-01,153436,2023-07-14 19:41:28 UTC,P,,,2020-01-31,,,,,TESLA,CA,,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Esso / On The Run - Tesla Supercharger,331 Highway 17 West,,McKerrow,ON,P0P 1M0,,877-798-3752,E,,Public,24 hours daily,,,,,,,6,,Tesla,https://www.tesla.com/supercharger,GPS,46.286494,-81.775164,2023-07-01,153437,2023-07-14 19:41:28 UTC,P,,,2020-01-31,,,,,TESLA,CA,,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Canadian Tire - Tesla Supercharger,33277 Hwy 17,,Deep River,ON,K0J 1P0,,877-798-3752,E,,Public,24 hours daily,,,,,,,6,,Tesla,https://www.tesla.com/supercharger,GPS,46.099683,-77.499963,2023-07-01,153439,2023-07-14 19:41:28 UTC,P,,,2020-01-31,,,,,TESLA,CA,,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,The Water Tower Inn - Tesla Supercharger,360 Great Northern Road,,Sault Ste. Marie,ON,P6B 4Z7,,877-798-3752,E,,Public,24 hours daily,,,,,,,6,,Tesla,https://www.tesla.com/supercharger,GPS,46.538211,-84.316643,2023-07-01,153440,2023-07-14 19:41:28 UTC,P,,,2020-01-31,,,,,TESLA,CA,,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Simcoe Plaza - Tesla Supercharger,41 Simcoe Plaza,,Terrace Bay,ON,P0T 2W0,,877-798-3752,E,,Public,24 hours daily,,,,,,,6,,Tesla,https://www.tesla.com/supercharger,GPS,48.783022,-87.099836,2023-07-01,153444,2023-07-14 19:41:28 UTC,P,,,2020-01-31,,,,,TESLA,CA,,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,The Nipigon Tourist Information Centre - Tesla Supercharger,453 Trans-Canada Highway,,Nipigon,ON,P0T 2J0,,877-798-3752,E,,Public,24 hours daily,,,,,,,6,,Tesla,https://www.tesla.com/supercharger,GPS,49.017617,-88.307553,2023-07-01,153446,2023-07-14 19:41:28 UTC,P,,,2020-01-31,,,,,TESLA,CA,,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Upsala Garage and Family Restaurant - Tesla Supercharger,4810 Highway 17,,Upsala,ON,P0T 2Y0,,877-798-3752,E,,Public,24 hours daily,,,,,,,6,,Tesla,https://www.tesla.com/supercharger,GPS,49.041832,-90.46867,2023-07-01,153447,2023-07-14 19:41:28 UTC,P,,,2020-01-31,,,,,TESLA,CA,,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Esso - Tesla Supercharger,498 Causley Street,,Blind River,ON,P0R 1B0,,877-798-3752,E,,Public,24 hours daily,,,,,,,6,,Tesla,https://www.tesla.com/supercharger,GPS,46.185322,-82.926876,2023-07-01,153448,2023-07-14 19:41:28 UTC,P,,,2020-01-31,,,,,TESLA,CA,,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Red River Co-op - Dryden - Tesla Supercharger,640 Government Street,,Dryden,ON,P8N 2P6,,877-798-3752,E,,Public,24 hours daily,,,,,,,6,,Tesla,https://www.tesla.com/supercharger,GPS,49.785605,-92.809966,2023-07-01,153452,2023-07-14 19:41:28 UTC,P,,,2020-01-31,,,,,TESLA,CA,,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Canadian Tire - Tesla Supercharger,890 McKeown Avenue,,North Bay,ON,P1B 8M1,,877-798-3752,E,,Public,24 hours daily,,,,,,,6,,Tesla,https://www.tesla.com/supercharger,GPS,46.33226,-79.470873,2023-07-01,153457,2023-07-14 19:41:28 UTC,P,,,2020-01-31,,,,,TESLA,CA,,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Swipe Pump & Go - Tesla Supercharger,95 Mission Road,,Wawa,ON,P0S 1K0,,877-798-3752,E,,Public,24 hours daily,,,,,,,6,,Tesla,https://www.tesla.com/supercharger,GPS,47.983312,-84.779863,2023-07-01,153459,2023-07-14 19:41:28 UTC,P,,,2020-01-31,,,,,TESLA,CA,,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,"GTAA TRCA T1-L5 V 3,4",6135 Airport Rd,,Mississauga,ON,L4V 1T2,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.68299,-79.612325,2024-01-19,153603,2024-01-19 01:57:05 UTC,,,,2020-02-11,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,City of Vaughan - City Hall East Parking Lot,2141 Major Mackenzie West,,Vaughan,ON,L6A 1T1,,888-356-8911,E,,Public,24 hours daily,,,,,,8,,,FLO,https://flo.ca/,GPS,43.856403,-79.506988,2024-01-18,153607,2024-01-18 01:48:03 UTC,,,,2020-02-11,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Petro-Canada EV Fast Charger,3733 Highway 7 W,,Woodbridge,ON,L4L 1A6,,905-264-0041,E,,Public,24 hours daily,,,,,,,2,,PETROCAN,https://www.petro-canada.ca/en/personal/fuel/canadas-electric-highway/,200-8,43.7890617,-79.5468302,2021-06-07,153618,2022-06-03 20:40:05 UTC,P,,,2020-01-01,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour,,Public,,public,,,GAS_STATION,,,,,,,$0.33 per minute,$0.33 par minute,,,,,,,,,false,,,,,,,,,false
ELEC,Petro-Canada EV Fast Charger,175 Cundles Rd E,,Barrie,ON,L4M 4X7,,705-726-2224  800-668-0220,E,,Public,24 hours daily,,,,,,,2,,PETROCAN,https://www.petro-canada.ca/en/personal/fuel/canadas-electric-highway/,GPS,44.41103991035202,-79.6890579121643,2021-06-07,153619,2022-06-03 20:40:05 UTC,P,,,2020-01-01,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour,,Public,,public,,,GAS_STATION,,,,,,,$0.33 per minute,$0.33 par minute,,,,,,,,,false,,,,,,,,,false
ELEC,Petro-Canada EV Fast Charger,3100 Ellesmere Rd,,Scarborough,ON,M1E 4C2,,416-208-7018  800-668-0220,E,,Public,24 hours daily,ANDROID_PAY APPLE_PAY CREDIT Debit,,,,,1,2,,PETROCAN,https://www.petro-canada.ca/en/personal/fuel/canadas-electric-highway/,GPS,43.785642,-79.1940392,2024-01-12,153620,2024-01-12 14:23:28 UTC,P,,,2020-01-01,,,,,CHADEMO J1772 J1772COMBO,CA,,24 heures par jour,,Public,,public,,,GAS_STATION,,,,,,,L2: Free; DC Fast: $0.50 per minute,L2: Gratuit; DC Fast: $0.50 par minute,,,,,,,,,false,,,,,,,,,false
ELEC,"GTAA TRCA 6B-G-3,4",6145 Viscount Rd,,Mississauga,ON,L4V 1B3,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.691525,-79.61544,2024-01-19,153657,2024-01-19 01:57:06 UTC,,,,2020-02-12,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Flesherton Office,22 Sydenham St,,Flesherton,ON,N0C 1E0,,888-356-8911,E,,Public,24 hours daily,,,,,,,1,,FLO,https://flo.ca/,GPS,44.262334,-80.551115,2024-01-18,153838,2024-01-18 01:47:49 UTC,,,,2020-02-20,,,,,CHADEMO J1772COMBO,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BAYTOWNE HYUN STATION 1,191 Mapleview Dr W,,Barrie,ON,L4N 9E8,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.330128,-79.70199,2024-01-19,153873,2024-01-19 01:56:41 UTC,,,,2020-02-21,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Ivy - Blind River,43 Causley St,,Blind River,ON,P0R 1B0,,888-550-5155,E,,Public - Credit card at all times,24 hours daily; Also accepts in-app payment,A D M V,,,,,,2,,IVY,https://ivycharge.com/,200-9,46.185195,-82.952585,2022-04-13,153917,2023-03-27 18:25:19 UTC,P,,,2020-07-27,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour; Accepte aussi le paiement via l'application,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,RESTAURANT,,,,,,,$0.30 per minute,"0,30 $ par minute",,,,,,,,,false,,,,,,,,LD,false
ELEC,CECSTATION1 STATION 1,88 Sheppard Ave E,,Toronto,ON,M2N 0G9,,888-758-4389,E,,Public,Mon 6:00am - 6:00pm; Tue 6:00am - 6:00pm; Wed 6:00am - 6:00pm; Thu 6:00am - 6:00pm; Fri 6:00am - 6:00pm; Sat 6:00am - 6:00pm; Sun 6:00am - 6:00pm,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.763577,-79.407214,2024-01-19,154185,2024-01-19 01:56:54 UTC,,,,2020-02-29,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Centre for Sustainable technologies building - A Building parking lot,1 Georgian Drive,,Barrie,ON,L4M 3X9,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,44.411049,-79.667217,2024-01-18,154189,2024-01-18 01:48:03 UTC,,,,2020-02-29,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,"GTAA TRCA AMF LOT 1,2",3045 Electra Ct,,Mississauga,ON,L5P 1B2,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.669812,-79.598943,2024-01-19,154343,2024-01-19 01:57:05 UTC,,,,2020-03-06,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,CALEDON CVP,18313 Hurontario St,,Caledon,ON,L7K 0X7,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.858892,-79.993287,2024-01-19,154373,2024-01-19 01:57:07 UTC,,,,2020-03-07,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Upper Oakville Shopping Centre,1011 Upper Middle Road East,,Toronto,ON,L6H 3Z7,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,43.482363,-79.695308,2024-01-18,155144,2024-01-18 01:48:13 UTC,,,,2020-04-02,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Reef Parking,60 Moodie Dr.,,Ottawa,ON,K2H 8G1,,888-356-8911,E,,Public,24 hours daily,,,,,,4,,,FLO,https://flo.ca/,GPS,45.350493,-75.854166,2024-01-18,155252,2024-01-18 01:48:52 UTC,,,,2020-04-08,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Petro-Canada EV Fast Charger,490 White St,,Cobourg,ON,K9A 5N4,,905-373-8317,E,,Public,24 hours daily,,,,,,,2,,PETROCAN,https://www.petro-canada.ca/en/personal/fuel/canadas-electric-highway/,200-9,43.977902,-78.194677,2021-06-07,155358,2022-06-03 20:40:05 UTC,P,,,2020-03-01,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour,,Public,,public,,,GAS_STATION,,,,,,,$0.33 per minute,$0.33 par minute,,,,,,,,,false,,,,,,,,,false
ELEC,Petro-Canada EV Fast Charger,498 Highway 17,,Nipigon,ON,P0T 2J0,,807-887-3646  800-668-0220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY Debit M V,,,,,,2,,PETROCAN,https://www.petro-canada.ca/en/personal/fuel/canadas-electric-highway/,GPS,49.02285198689961,-88.29670185924682,2024-01-12,155365,2024-01-12 14:23:28 UTC,P,,,2020-03-01,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour,,Public,,public,,,GAS_STATION,,,,,,,$0.50 per minute,$0.50 par minute,,,,,,,,,false,,,,,,,,,false
ELEC,Petro-Canada EV Fast Charger,137 Mission Rd,,Wawa,ON,P0S 1K0,,705-856-7800  800-668-0220,E,,Public - Credit card at all times,24 hours daily,A Debit M V,,,,,,2,,PETROCAN,https://www.petro-canada.ca/en/personal/fuel/canadas-electric-highway/,GPS,47.98756246718134,-84.77794741531372,2021-06-07,155367,2022-06-03 20:40:05 UTC,P,,,2020-03-01,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,GAS_STATION,,,,,,,$0.33 per minute,$0.33 par minute,,,,,,,,,false,,,,,,,,,false
ELEC,Hydro One Inc,2900 Power Dam Dr,,Cornwall,ON,K6J 5Y2,,,P,2020-09-01,PLANNED - not yet accessible (Public),,,,,,,,3,,Non-Networked,,GPS,45.0406749,-74.797032,2020-06-08,156662,2023-02-23 17:33:10 UTC,P,,,,,,,,CHADEMO J1772COMBO,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,UTILITY,,,,,,,,,,,,,,,,,false,,,,,,,,,false
ELEC,Hydro One Inc,1037 Sydenham Rd,,Kingston,ON,K7M 3L8,,,P,2020-09-01,PLANNED - not yet accessible (Public),,,,,,,,3,,Non-Networked,,GPS,44.26725,-76.5447,2020-06-08,156663,2023-02-23 17:33:10 UTC,P,,,,,,,,CHADEMO J1772COMBO,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,UTILITY,,,,,,,,,,,,,,,,,false,,,,,,,,,
ELEC,Ivy - Kemptville,309 Colonnade Dr,,Kemptville,ON,K0G 1J0,,888-550-5155,E,,Public - Credit card at all times,24 hours daily; Also accepts in-app payment,A D M V,,,,,,2,,IVY,https://ivycharge.com/,GPS,45.02957638683092,-75.63405486327785,2022-04-13,156664,2023-03-27 18:25:19 UTC,P,,,2020-08-11,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour; Accepte aussi le paiement via l'application,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,OTHER_ENTERTAINMENT,,,,,,,$0.30 per minute,"0,30 $ par minute",,,,,,,,,false,,,,,,,,LD,false
ELEC,Hydro One Inc,99 Drummond St W,,Perth,ON,K7H 3E7,,613-267-6473,P,2022-09-01,PLANNED - not yet accessible (Public),,,,,,,,2,,Non-Networked,,GPS,44.9116641,-76.26088,2022-01-11,156665,2023-02-23 17:33:10 UTC,P,,,,,,,,CHADEMO J1772COMBO,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,UTILITY,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Hydro One Inc,167 Biggs Rd,,Laurentian Valley,ON,K8A 6W7,,,P,2020-09-01,PLANNED - not yet accessible (Public),,,,,,,,2,,Non-Networked,,GPS,45.813818,-77.218845,2020-06-08,156666,2023-02-23 17:33:10 UTC,P,,,,,,,,CHADEMO J1772COMBO,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false
ELEC,Ivy - Peterborough,1144 Lansdowne St W,,Peterborough,ON,K9J 5X9,,,P,2022-10-15,PLANNED - not yet accessible (Public - Credit card at all times),24 hours daily; Also accepts in-app payment,A D M V,,,,,,2,,IVY,https://ivycharge.com/,GPS,44.28107292113445,-78.3501783888855,2022-04-13,156667,2023-03-27 18:25:19 UTC,P,,,,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour; Accepte aussi le paiement via l'application,,PRÉVU - pas encore accessible (Public - Carte de crédit en tout temps),,public,CREDIT_CARD_ALWAYS,,CONVENIENCE_STORE,,,,,,,$0.30 per minute,"0,30 $ par minute",,,,,,,,,false,,,,,,,,LD,false
ELEC,SmartCenters Oshawa South,680 Laval Dr,,Oshawa,ON,L1J 6X2,,905-760-6200,P,2024-12-01,PLANNED - not yet accessible (Public),,,,,,,,3,,Non-Networked,,200-9,43.881444,-78.882131,2023-12-13,156668,2023-12-13 17:24:19 UTC,P,,,,,,,,CHADEMO J1772COMBO,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,false,,,,,,,,,
ELEC,Hydro One Inc,2820 Quarry Rd,,Waubaushene,ON,L0K 2C0,,,P,2022-08-01,PLANNED - not yet accessible (Public),,,,,,,,3,,Non-Networked,,GPS,44.77996,-79.66809,2022-03-04,156669,2023-02-23 17:33:10 UTC,P,,,,,,,,CHADEMO J1772COMBO,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false
ELEC,Hydro One Inc,333 Lake St,,St. Catharines,ON,L2R 7R8,,905-934-2571,E,,Public,24 hours daily,,,,,,,3,,IVY,https://ivycharge.com/,GPS,43.18041106713457,-79.25200554825646,2023-01-12,156670,2023-04-10 20:30:18 UTC,P,,,2021-11-19,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour,,Public,,public,,,CAR_DEALER,,,,,,,Free,Gratuit,,,,,,,,,false,,,,,,,,,false
ELEC,Hydro One Inc,306 Tiffin St,,Barrie,ON,L4N 4V9,,,P,2024-12-01,PLANNED - not yet accessible (Public),,,,,,,,3,,IVY,https://ivycharge.com/,GPS,44.374362,-79.712894,2023-12-13,156671,2023-12-13 17:24:19 UTC,P,,,,,,,,CHADEMO J1772COMBO,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,GAS_STATION,,,,,,,,,,,,,,,,,false,,,,,,,,,false
ELEC,Hydro One Inc,5001 Concession Rd 8,,Old Castle,ON,N0R 1L0,,519-737-2634,P,2022-09-01,PLANNED - not yet accessible (Public),,,,,,,,2,,Non-Networked,,GPS,42.24333,-82.94717,2022-01-11,156672,2023-02-23 17:33:10 UTC,P,,,,,,,,CHADEMO J1772COMBO,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,UTILITY,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Hydro One Inc,145 McGovern Dr,,Cambridge,ON,N3H 4R7,,,P,2022-09-01,PLANNED - not yet accessible (Public),,,,,,,,3,,Non-Networked,,GPS,43.409694,-80.3359789,2022-04-13,156673,2023-02-23 17:33:10 UTC,P,,,,,,,,CHADEMO J1772COMBO,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,GAS_STATION,,,,,,,,,,,,,,,,,false,,,,,,,,,false
ELEC,Ivy - Brantford,80 King George Rd,,Brantford,ON,N3R 5K4,,888-550-5155,E,,Public - Credit card at all times,24 hours daily; Also accepts in-app payment,A D M V,,,,,,3,,IVY,https://ivycharge.com/,GPS,43.16529055,-80.27460708,2023-12-13,156674,2023-12-13 17:24:19 UTC,P,,,2020-05-28,,,,,CHADEMO J1772COMBO,CA,,Accessible 24 heures par jour; Accepte aussi le paiement via l'application,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,RESTAURANT,,,,,,,$0.30 per minute,"0,30 $ par minute",,,,,,,,,false,,,,,,,,LD,false
ELEC,Ivy - Owen Sound,955 9th Ave E,,Owen Sound,ON,N4K 6N4,,888-550-5155,E,,Public,24 hours daily,,,,,,,2,,IVY,https://ivycharge.com/,GPS,44.56876184563436,-80.92724928657188,2022-04-13,156675,2023-03-27 18:25:19 UTC,P,,,2020-05-21,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour,,Public,,public,,,HOTEL,,,,,,,$0.30 per minute,"0,30 par minute",,,,,,,,,false,,,,,,,,LD,false
ELEC,Ivy - London,4380 Wellington Rd S,Outside McDonalds,London,ON,N6E 2Z8,,888-550-5155,E,,Public - Credit card at all times,24 hours daily; Also accepts in-app payment,A D M V,,,,,,3,,IVY,https://ivycharge.com/,GPS,42.91773137309676,-81.20899008732124,2022-02-10,156676,2024-01-18 18:16:58 UTC,P,,,2020-06-26,,,,,CHADEMO J1772COMBO,CA,A l'exterieur de McDonalds,24 heures par jour; Accepte aussi les paiements de par l'application,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_LOT,,,,,,,$0.55 per minute,"0,55 $ par minute",,,,,,,,,false,,,,,,,,LD,false
ELEC,Hydro One Inc,28895 Centre Rd,,Strathroy,ON,N7G 3H6,,519-245-1825,P,2022-09-01,PLANNED - not yet accessible (Public),,,,,,,,2,,Non-Networked,,GPS,43.0046196,-81.699951,2022-01-11,156677,2023-02-23 17:33:10 UTC,P,,,,,,,,CHADEMO J1772COMBO,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,GAS_STATION,,,,,,,,,,,,,,,,,false,,,,,,,,,false
ELEC,Hydro One Inc,9386 Pinehurst Line,,Chatham,ON,N7M 5J3,,,P,2024-12-01,PLANNED - not yet accessible (Public),,,,,,,,3,,IVY,https://ivycharge.com/,GPS,42.388179,-82.096361,2023-12-13,156678,2023-12-13 17:24:19 UTC,P,,,,,,,,CHADEMO J1772COMBO,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false
ELEC,Hydro One Inc,750 Front St,,Sarnia,ON,N7T 5H3,,,P,2020-09-01,PLANNED - not yet accessible (Public),,,,,,,,3,,Non-Networked,,GPS,42.98966,-82.40419,2020-06-08,156679,2023-02-23 17:33:10 UTC,P,,,,,,,,CHADEMO J1772COMBO,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false
ELEC,Hydro One Inc,1526 Highway 69,,Pointe au Baril,ON,P0G 1K0,,,P,2024-12-01,PLANNED - not yet accessible (Public),,,,,,,,2,,Non-Networked,,GPS,45.581004,-80.357304,2023-12-13,156680,2023-12-13 17:24:19 UTC,P,,,,,,,,CHADEMO J1772COMBO,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false
ELEC,Hydro One Inc,630 Graham Dr,,North Bay,ON,P1B 9E6,,,P,2020-09-01,PLANNED - not yet accessible (Public),,,,,,,,2,,Non-Networked,,GPS,46.32186,-79.44538,2020-06-08,156681,2023-02-23 17:33:10 UTC,P,,,,,,,,CHADEMO J1772COMBO,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false
ELEC,Hydro One Inc,1726 Winhara Rd,,Gravenhurst,ON,P1P 1R1,,,P,2020-09-01,PLANNED - not yet accessible (Public),,,,,,,,3,,Non-Networked,,GPS,44.9925,-79.30921,2020-06-08,156682,2023-02-23 17:33:10 UTC,P,,,,,,,,CHADEMO J1772COMBO,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false
ELEC,Hydro One Inc,25 White Rd,,Sudbury,ON,P3Y 1C3,,,P,2020-09-01,PLANNED - not yet accessible (Public),,,,,,,,3,,Non-Networked,,GPS,46.4214965,-81.138559,2020-06-08,156683,2023-02-23 17:33:10 UTC,P,,,,,,,,CHADEMO J1772COMBO,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false
ELEC,Hydro One Inc,Highway 37 W,,Kaladar,ON,K0H 1Z0,,,P,2020-09-01,PLANNED - not yet accessible (Public),,,,,,,,2,,Non-Networked,,GPS,44.505555,-77.321388,2020-06-08,156684,2023-02-23 17:33:10 UTC,P,,,,,,,,CHADEMO J1772COMBO,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false
ELEC,Hydro One Inc,Highway 11,,Strong,ON,P0A 0A7,,,P,2020-09-01,PLANNED - not yet accessible (Public),,,,,,,,2,,Non-Networked,,GPS,45.735075,-79.425255,2020-06-08,156685,2023-02-23 17:33:10 UTC,P,,,,,,,,CHADEMO J1772COMBO,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false
ELEC,City of Ottawa-Bob MacQuarrie Recreation Complex,1490 Youville Dr,,Orleans,ON,K1C 2X8,,613-580-9600,P,2024-12-01,PLANNED - not yet accessible (Public),,,,,,,,1,,Non-Networked,,GPS,45.27593,-75.32377,2023-12-13,156757,2023-12-13 17:24:19 UTC,P,,,,,,,,CHADEMO J1772COMBO,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,REC_SPORTS_FACILITY,,,,,,,,,,,,,,,,,false,,,,,,,,,false
